title, type, year, month, thumbnail, fOrder, jhOrder
'Still Life with Meat, Vegetables and Pottery', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_1670.jpg', '1670', '1119'
'Woman Sitting in the Grass', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0367.jpg', '367', '1261'
'Two Cut Sunflowers III', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0375.jpg', '375', '1329'
'Chrysanthemums and Wild Flowers in a Vase', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0588.jpg', '588', '1335'
'Self-Portrait with Straw Hat IV', 'oil on canvas', 1887, 0, 'http://www.vggallery.com/painting/f_0365v.jpg', '365v', '1354'
'Roadway with Underpass (The Viaduct)', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0239.jpg', '239', '1267'
'Olive Picking I', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0655.jpg', '655', '1869'
'Olive Grove: Pale Blue Sky', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0708.jpg', '708', '1855'
'First Steps (after Millet)', 'oil on canvas', 1890, 0, 'http://www.vggallery.com/painting/f_0668.jpg', '668', '1883'
'Cypresses', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0613.jpg', '613', '1746'
'Wheat Field with Cypresses at the Haute Galline Near Eygalieres', 'oil on canvas', 1889, 6, 'http://www.vggallery.com/painting/f_0717.jpg', '717', '1756'
'Still Life: Pink Roses in a Vase', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0682.jpg', '682', '1979'
'Still Life: Vase with Irises', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0680.jpg', '680', '1978'
'Olive Trees with the Alpilles in the Background', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0712.jpg', '712', '1740'
'Starry Night', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0612.jpg', '612', '1731'
'Mountains at Saint-Rémy with Dark Cottage', 'oil on canvas', 1889, 6, 'http://www.vggallery.com/painting/f_0622.jpg', '622', '1766'
'Portrait of the Art Dealer Alexander Reid, Sitting in an Easy Chair', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/f_0270.jpg', '270', '1207'
'Vase with Zinnias and Geraniums', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0241.jpg', '241', '1134'
'Vase with Zinnias and Other Flowers', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0251.jpg', '251', '1142'
'The Iris', 'oil on canvas', 1889, 4, 'http://www.vggallery.com/painting/f_0601.jpg', '601', '1699'
'Still Life with Meadow Flowers and Roses', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/f_0278.jpg', '278', '1103'
'Orchard in Blossom, Bordered by Cypresses II', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0513.jpg', '513', '1389'
'Portrait of the Postman Joseph Roulin V', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0439.jpg', '439', '1673'
'Willows at Sunset', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0572.jpg', '572', '1597'
'La Berceuse (Augustine Roulin) IV', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0504.jpg', '504', '1655'
'Portrait of Joseph-Michel Ginoux', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0533.jpg', '533', '1649'
'Still Life: Drawing Board, Pipe, Onions and Sealing-Wax', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0604.jpg', '604', '1656'
'Haystacks in Provence', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0425.jpg', '425', '1442'
'The Sower II', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0422.jpg', '422', '1470'
'View of Saintes-Maries', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0416.jpg', '416', '1447'
'Portrait of Milliet, Second Lieutenant of the Zouaves', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0473.jpg', '473', '1588'
'The Langlois Bridge at Arles with Women Washing', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0397.jpg', '397', '1368'
'Pink Peach Tree in Blossom (Reminiscence of Mauve)', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0394.jpg', '394', '1379'
'Still Life: Potatoes in a Yellow Dish', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0386.jpg', '386', '1365'
'Still Life: Bottle, Lemons and Oranges', 'oil on canvas', 1888, 4, 'http://www.vggallery.com/painting/f_0384.jpg', '384', '1425'
'Les Alyscamps: Falling Autumn Leaves', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0486.jpg', '486', '1620'
'The Cafe Terrace on the Place du Forum, Arles, at Night', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0467.jpg', '467', '1580'
'The Green Vineyard', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0475.jpg', '475', '1595'
'Lane in the Public Garden at Arles, A', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0470.jpg', '470', '1582'
'Haystacks under a Rainy Sky', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0563.jpg', '563', '2121'
'The Little Arlesienne', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0518.jpg', '518', '2056'
'Chestnut Tree in Blossom II', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0752.jpg', '752', '1991'
'Weaver Arranging Threads I', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0035.jpg', '35', '478'
'The Potato Eaters II', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0078.jpg', '78', '734'
'Farmers Planting Potatoes', 'oil on canvas', 1884, 8, 'http://www.vggallery.com/painting/f_0041.jpg', '41', '513'
'Sheaves of Wheat in a Field', 'oil on canvas', 1885, 7, 'http://www.vggallery.com/painting/f_0193.jpg', '193', '914'
'Two Peasant Women Digging Potatoes', 'oil on canvas', 1885, 7, 'http://www.vggallery.com/painting/f_0097.jpg', '97', '876'
'Head of a Peasant', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0168.jpg', '168', '632'
'Head of a Peasant Woman with Greenish Lace Cap', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0074.jpg', '74', '648'
'Head of a Young Peasant Woman with Dark Cap', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0150.jpg', '150', '650'
'Peasant Woman Sweeping the Floor', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0152.jpg', '152', '656'
'Peasant Woman Taking her Meal', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0072.jpg', '72', '718'
'The Old Tower at Nuenen with a Ploughman', 'oil on canvas', 1884, 1, 'http://www.vggallery.com/painting/f_0034.jpg', '34', '459'
'Head of a Brabant Peasant Woman with Dark Cap', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0153.jpg', '153', '587'
'Head of a Peasant with a Pipe', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0169.jpg', '169', '633'
'Head of a Peasant Woman with Brownish Cap', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0154.jpg', '154', '608'
'Head of a Peasant Woman with Dark Cap IV', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0151.jpg', '151', '649'
'Peasant Digging', 'oil on canvas', 1885, 7, 'http://www.vggallery.com/painting/f_0166.jpg', '166', '850'
'Cart with Red and White Ox', 'oil on canvas', 1884, 6, 'http://www.vggallery.com/painting/f_0038.jpg', '38', '504'
'Weaver, Interior with Three Small Windows', 'oil on canvas', 1884, 6, 'http://www.vggallery.com/painting/f_0037.jpg', '37', '501'
'Head of a Peasant Woman with White Cap IV', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0085.jpg', '85', '693'
'Peasant Sitting at a Table', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0167.jpg', '167', '689'
'Weaver, Seen from the Front I', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0030.jpg', '30', '479'
'Head of a Peasant Woman I', 'oil on canvas', 1885, 4, 'http://www.vggallery.com/painting/f_0086.jpg', '86', '785'
'Still Life with Coffee Mill, Pipe Case and Jug', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0052.jpg', '52', '535'
'Still Life with Four Stone Bottles, Flask and White Cup', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0050.jpg', '50', '529'
'Autumn Landscape with Four Trees', 'oil on canvas', 1885, 10, 'http://www.vggallery.com/painting/f_0044.jpg', '44', '962'
'Avenue of Poplars at Sunset', 'oil on canvas', 1884, 9, 'http://www.vggallery.com/painting/f_0123.jpg', '123', '518'
'Still Life with Three Birds\' Nests I', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_0108.jpg', '108', '940'
'Still Life with a Basket of Apples and Two Pumpkins', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_0106.jpg', '106', '936'
'Still Life with Three Birds\' Nests II', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_0112.jpg', '112', '938'
'Four Cut Sunflowers', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0452.jpg', '452', '1330'
'Bowl with Peonies and Roses', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0249.jpg', '249', '1105'
'Le Moulin de la Galette V', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0227.jpg', '227', '1170'
'View of Montmartre with Windmills', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0266.jpg', '266', '1175'
'Still Life with Basket of Apples (to Lucien Pissarro)', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0378.jpg', '378', '1340'
'Still Life with Plaster Statuette, a Rose and Two Novels', 'oil on canvas', 1887, 11, 'http://www.vggallery.com/painting/f_0360.jpg', '360', '1349'
'Nude Woman Reclining', 'oil on canvas', 1887, 0, 'http://www.vggallery.com/painting/f_0329.jpg', '329', '1215'
'Interior of a Restaurant', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0342.jpg', '342', '1256'
'Pasture in Bloom', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0583.jpg', '583', '1263'
'Self-Portrait VIII', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0380.jpg', '380', '1225'
'Still Life with Bloaters II', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0203.jpg', '203', '1123'
'Vase with Daisies and Anemones', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0323.jpg', '323', '1295'
'Road with Cypress and Star', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0683.jpg', '683', '1982'
'Old Man in Sorrow (On the Threshold of Eternity)', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0702.jpg', '702', '1967'
'Pine Trees and Dandelions in the Garden of Saint-Paul Hospital', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0676.jpg', '676', '1970'
'Les Peiroulets Ravine III', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0661.jpg', '661', '1871'
'Meadow in the Mountains: Le Mas de Saint-Paul, A', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0721.jpg', '721', '1864'
'Olive Grove with Picking Figures', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0587.jpg', '587', '1853'
'Evening Landscape with Rising Moon', 'oil on canvas', 1889, 6, 'http://www.vggallery.com/painting/f_0735.jpg', '735', '1761'
'L\'Arlesienne (Madame Ginoux) I', 'oil on canvas', 1890, 1, 'http://www.vggallery.com/painting/f_0541.jpg', '541', '1893'
'Cypresses with Two Female Figures', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0620.jpg', '620', '1748'
'Wheat Field with Reaper and Sun', 'oil on canvas', 1889, 6, 'http://www.vggallery.com/painting/f_0617.jpg', '617', '1753'
'Field of Spring Wheat at Sunrise', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0720.jpg', '720', '1728'
'The Garden of Saint-Paul Hospital III', 'oil on canvas', 1889, 4, 'http://www.vggallery.com/painting/f_0734.jpg', '734', '1698'
'The Good Samaritan (after Delacroix)', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0633.jpg', '633', '1974'
'Olive Grove III', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0585.jpg', '585', '1758'
'The Garden of Saint-Paul Hospital with Figure', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0733.jpg', '733', '1845'
'Pine Trees against a Red Sky with Setting Sun', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0652.jpg', '652', '1843'
'Study of Pine Trees', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0742.jpg', '742', '1846'
'The Sower (after Millet) II', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0689.jpg', '689', '1836'
'Tree Trunks with Ivy II', 'oil on canvas', 1889, 6, 'http://www.vggallery.com/painting/f_0747.jpg', '747', '1763'
'The Restaurant de la Sirène at Asnières', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0312.jpg', '312', '1253'
'Encampment of Gypsies with Caravans', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0445.jpg', '445', '1554'
'The Dance Hall in Arles', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0547.jpg', '547', '1652'
'L\'Arlesienne: Madame Ginoux with Gloves and Umbrella', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0489.jpg', '489', '1625'
'Portrait of Eugene Boch', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0462.jpg', '462', '1574'
'Starry Night Over the Rhone', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0474.jpg', '474', '1592'
'Arles: View from the Wheat Fields', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0545.jpg', '545', '1477'
'Avenue of Plane Trees near Arles Station', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0398.jpg', '398', '1366'
'The Langlois Bridge at Arles II', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0571.jpg', '571', '1392'
'Garden in Auvers', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0814.jpg', '814', '2107'
'The Church at Auvers', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0789.jpg', '789', '2006'
'Marguerite Gachet in the Garden', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0756.jpg', '756', '2005'
'Portrait of Doctor Gachet I', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0754.jpg', '754', '2014'
'Still Life: Japanese Vase with Roses and Anemones', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0764.jpg', '764', '2045'
'Thatched Cottages at Cordeville', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0792.jpg', '792', '1987'
'Two Children I', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0783.jpg', '783', '2051'
'Doctor Gachet\'s Garden in Auvers', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0755.jpg', '755', '1999'
'Head of a Peasant Woman with Dark Cap V', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0136.jpg', '136', '683'
'Peasant Woman by the Fireplace II', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0158.jpg', '158', '792'
'Head of a Peasant Woman with Dark Cap VI', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0134.jpg', '134', '684'
'Still Life with Copper Coffeepot and Two White Bowls', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0202.jpg', '202', '738'
'Weaver Standing in Front of a Loom', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0033.jpg', '33', '489'
'Fritillaries in a Copper Vase', 'oil on canvas', 1887, 4, 'http://www.vggallery.com/painting/f_0213.jpg', '213', '1247'
'Self-Portrait IX', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0320.jpg', '320', '1334'
'Italian Woman (Agostina Segatori?)', 'oil on canvas', 1887, 11, 'http://www.vggallery.com/painting/f_0381.jpg', '381', '1355'
'Terrace of a Cafe on Montmartre (La Guinguette)', 'oil on canvas', 1886, 9, 'http://www.vggallery.com/painting/f_0238.jpg', '238', '1178'
'Restaurant de la Sirène at Asnières', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0313.jpg', '313', '1251'
'Portrait of Père Tanguy III', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0363.jpg', '363', '1351'
'Nude Woman Reclining, Seen from the Back', 'oil on canvas', 1887, 0, 'http://www.vggallery.com/painting/f_0328.jpg', '328', '1212'
'The Seine with a Rowing Boat', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0298.jpg', '298', '1257'
'Noon: Rest from Work (after Millet)', 'oil on canvas', 1890, 0, 'http://www.vggallery.com/painting/f_0686.jpg', '686', '1881'
'Pine Trees with Figure in the Garden of Saint-Paul Hospital', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0653.jpg', '653', '1840'
'Self-Portrait X', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0627.jpg', '627', '1772'
'Vincent\'s Bedroom in Arles II', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0483.jpg', '483', '1793'
'Portrait of Patience Escalier, Shepherd in Provence', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0443.jpg', '443', '1548'
'Portrait of the Artist\'s Mother', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0477.jpg', '477', '1600'
'The Parsonage Garden at Nuenen in the Snow II', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0194.jpg', '194', '603'
'Head of a Peasant Woman with White Cap V', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0085a.jpg', '85a', '694'
'Still Life with Pottery and Two Bottles', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0057.jpg', '57', '539'
'The Mulberry Tree', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0637.jpg', '637', '1796'
'Still Life: Vase with Twelve Sunflowers II', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0455.jpg', '455', '1668'
'Mother Roulin with Her Baby II', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0490.jpg', '490', '1637'
'Portrait of Camille Roulin II', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0537.jpg', '537', '1644'
'Vase with Daisies', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0197.jpg', '197', '1167'
'Wheat Field in Rain', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0650.jpg', '650', '1839'
'Wheat Fields at Auvers Under Clouded Sky', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0781.jpg', '781', '2102'
'Le Moulin de la Galette VI', 'oil on canvas', 1887, 2, 'http://www.vggallery.com/painting/f_0348a.jpg', '348a', '1221'
'Cart with Black Ox', 'oil on canvas', 1884, 6, 'http://www.vggallery.com/painting/f_0039.jpg', '39', '505'
'Green Wheat Field with Cypress', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0719.jpg', '719', '1725'
'Tarascon Diligence', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0478a.jpg', '478a', '1605'
'View of Auvers with Church', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0800.jpg', '800', '2122'
'Still Life: Bowl with Daisies', 'oil on canvas', 1888, 4, 'http://www.vggallery.com/painting/f_0591.jpg', '591', '1429'
'Bathing Float on the Seine at Asnieres', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0311.jpg', '311', '1325'
'Wheat Field Behind Saint-Paul Hospital', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0722.jpg', '722', '1872'
'Field with Wheat Stacks', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0809.jpg', '809', '2098'
'Wheat Field with Cornflowers', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0808.jpg', '808', '2118'
'L\'Arlesienne (Madame Ginoux) II', 'oil on canvas', 1890, 1, 'http://www.vggallery.com/painting/f_0540.jpg', '540', '1892'
'Portrait of a Young Peasant', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0531.jpg', '531', '1779'
'The Pietà (after Delacroix) II', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0757.jpg', '757', '1776'
'Portrait of Armand Roulin II', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0493.jpg', '493', '1643'
'Weaver, Seen from the Front II', 'oil on canvas', 1884, 6, 'http://www.vggallery.com/painting/f_0027.jpg', '27', '503'
'Lane with Poplars', 'oil on canvas', 1885, 10, 'http://www.vggallery.com/painting/f_0045.jpg', '45', '959'
'Vase with Carnations III', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0220.jpg', '220', '1138'
'Cineraria in a Flowerpot', 'oil on canvas', 1886, 7, 'http://www.vggallery.com/painting/f_0282.jpg', '282', '1165'
'Still Life with an Earthen Bowl and Potatoes', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/f_0118.jpg', '118', '932'
'Vase with Gladioli and Carnations I', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0237.jpg', '237', '1131'
'Two Women Crossing the Fields', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0819.jpg', '819', '2112'
'Montmartre Path with Sunflowers', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0264a.jpg', '264a', '1306'
'Gordina de Groot, Head I', 'oil on canvas', 1885, 4, 'http://www.vggallery.com/painting/f_0141.jpg', '141', '783'
'The Schoolboy (Camille Roulin)', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0665.jpg', '665', '1879'
'L\'Arlesienne (Madame Ginoux) III', 'oil on canvas', 1890, 1, 'http://www.vggallery.com/painting/f_0542.jpg', '542', '1894'
'Landscape with Couple Walking and Crescent Moon', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0704.jpg', '704', '1981'
'Stone Bench in the The Garden of Saint-Paul Hospital', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0732.jpg', '732', '1842'
'Portrait of Trabuc, an Attendant at Saint-Paul Hospital', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0629.jpg', '629', '1774'
'Chestnut Trees in Blossom', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0751.jpg', '751', '1992'
'Auvers Town Hall on 14 July 1890', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0790.jpg', '790', '2108'
'Vineyards with a View of Auvers', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0762.jpg', '762', '2020'
'Village Street and Steps in Auvers with Figures', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0795.jpg', '795', '2111'
'Head of a Peasant Woman with White Cap VI', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0146a.jpg', '146a', '565'
'Factories at Asnieres Seen from the Quai de Clichy', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0317.jpg', '317', '1287'
'Still Life with Basket of Apples', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0379.jpg', '379', '1341'
'Spectators in the Arena at Arles', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0548.jpg', '548', '1653'
'Memory of the Garden at Etten', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0496.jpg', '496', '1630'
'The White House at Night', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0766.jpg', '766', '2031'
'Thatched Cottages', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0750.jpg', '750', '1984'
'Valley with Ploughman Seen from Above', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0727.jpg', '727', '1877'
'Morning: Peasant Couple Going to Work (after Millet)', 'oil on canvas', 1890, 0, 'http://www.vggallery.com/painting/f_0684.jpg', '684', '1880'
'Lilacs II', 'oil on canvas', 1889, 4, 'http://www.vggallery.com/painting/f_0579.jpg', '579', '1692'
'Portrait of Madame Trabuc', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0631.jpg', '631', '1777'
'Blossoming Acacia Branches', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0821.jpg', '821', '2015'
'Head of a Peasant with Cap II', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0160a.jpg', '160a', '563'
'The Shepherdess (after Millet)', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0699.jpg', '699', '1838'
'Flowering Garden with Path', 'oil on canvas', 1888, 6, 'http://www.vggallery.com/painting/f_0429.jpg', '429', '1513'
'Field with Poppies II', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0636.jpg', '636', '2027'
'Still Life with Pots, Jar and Bottles', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0178r.jpg', '178r', '528'
'Still Life with Three Birds\' Nests III', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_0110.jpg', '110', '941'
'Self-Portrait XI', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0178v.jpg', '178v', '1198'
'Vase with Asters, Salvia and Other Flowers', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0286.jpg', '286', '1127'
'Rosebush in Blossom', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0580.jpg', '580', '1679'
'Still Life: Vase with Fifteen Sunflowers III', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0457.jpg', '457', '1666'
'Peasant Woman, Seen against the Window', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0070.jpg', '70', '715'
'Cottage with Peasant Woman Digging', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0089.jpg', '89', '803'
'Still Life with Bloaters and Garlic', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_283b.jpg', '283b', '1230'
'Le Moulin de Blute-Fin', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0273.jpg', '273', '1116'
'Wheat Stacks with Reaper', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0559.jpg', '559', '1479'
'Houses in Auvers II', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0759.jpg', '759', '1988'
'Peasant Woman Digging III', 'oil on canvas', 1885, 6, 'http://www.vggallery.com/painting/f_0095.jpg', '95', '827'
'The Reaper (after Millet)', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0688.jpg', '688', '1783'
'Three Sunflowers in a Vase', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0453.jpg', '453', '1559'
'Wheat Fields', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0812.jpg', '812', '2101'
